Bus Number,Service Date,Route/Down/NIS,Date When Service Went Down,Bus Went Down on Service Date,Expected Return Date,Specify Other Reason Here,Current Status for Down Buses,Operations Down Bus Reason 1,Operations Down Bus Reason 2,Operations Down Bus Reason 3,Down Duration,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2,Bus Status Change
2126.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
2126.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,maintenance audit,Awaiting Service/Parts (incl. Proterra),maintenance audit,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
2126.0,2023-08-21,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2126.0,2023-08-22,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2126.0,2023-08-23,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2126.0,2023-08-24,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2126.0,2023-08-25,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2126.0,2023-08-27,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2126.0,2023-08-28,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2126.0,2023-08-29,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2126.0,2023-08-31,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2126.0,2023-09-05,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2126.0,2023-09-10,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
3001.0,2023-08-09,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-10,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3001.0,2023-08-11,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3001.0,2023-08-12,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3001.0,2023-08-13,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3001.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3001.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3001.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Not Specified,Not Specified,No
3001.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3001.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-24,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
3001.0,2023-08-25,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3001.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Low Charge,Not Specified,No
3001.0,2023-08-28,Not In Service,2023-08-28 00:00:00,Yes,2023-08-29 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-08-29,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3001.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3001.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3002.0,2023-08-09,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-10,Not In Service,2023-08-10 00:00:00,Yes,2023-08-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3002.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3002.0,2023-08-12,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3002.0,2023-08-13,Not In Service,2023-08-13 00:00:00,Yes,2023-08-14 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Red Caution Light,Not Specified,No
3002.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3002.0,2023-08-17,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3002.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3002.0,2023-08-19,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3002.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge, Other,No
3002.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-24,Down,2023-08-22 00:00:00,Not Specified,2023-08-24 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Air Leak,Not Specified,Not Specified,2.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-25,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
3002.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Fire Suppression System/Discharge/No Start,Not Specified,No
3002.0,2023-08-28,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3002.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-09,Not In Service,2023-08-09 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-10,Not In Service,2023-08-10 00:00:00,Yes,2023-08-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-12,Not In Service,2023-08-12 00:00:00,Yes,2023-08-13 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-13,Down,2023-08-12 00:00:00,Not Specified,2023-08-15 00:00:00,rear doors open in motion,Awaiting Diagnostics,Mechanical, Other,Not Specified,1.0,Down,Mechanical, Other,Yes
3003.0,2023-08-16,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3003.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3003.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3003.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Transmission Issues,Not Specified,No
3003.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Awaiting Service,Not Specified,No
3003.0,2023-08-22,Down,2023-08-22 00:00:00,Yes,2023-08-24 00:00:00,air pressure issue,Awaiting Service/Parts (incl. Proterra),air pressure issue,Not Specified,Not Specified,0.0,Down,A/C (HVAC) Issues,Not Specified,Yes
3003.0,2023-08-23,Down,2023-08-22 00:00:00,Not Specified,2023-08-24 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Air Leak,Not Specified,Not Specified,1.0,Down,Air Leak,Not Specified,Yes
3003.0,2023-08-24,Not In Service,2023-08-24 00:00:00,Yes,2023-08-25 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Air Pressure,Not Specified,No
3003.0,2023-08-25,Down,2023-08-21 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Air Leak,Not Specified,Not Specified,4.0,Down,Fuel System/Leaks/Pressure,Not Specified,Yes
3003.0,2023-08-27,Down,2023-08-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,6.0,Down,Air Compressor Install,Not Specified,Yes
3003.0,2023-08-28,Down,2023-08-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,7.0,Spare,Air Compressor Install,Not Specified,No
3003.0,2023-08-29,Down,2023-08-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),HV Light On,Not Specified,Not Specified,8.0,Down,Air Compressor Install,Not Specified,Yes
3003.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,HV Light On,Not Specified,No
3003.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3003.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-09,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3004.0,2023-08-10,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3004.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
3004.0,2023-08-12,Not In Service,2023-08-12 00:00:00,Yes,2023-08-13 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3004.0,2023-08-13,GT-US,None,Not Specified,None,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-16,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3004.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3004.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3004.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3004.0,2023-08-23,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3004.0,2023-08-24,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3004.0,2023-08-25,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Low Charge,Not Specified,No
3004.0,2023-08-28,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-08-31,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3004.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3004.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Awiting Service,Not Specified,No
3005.0,2023-08-09,Not In Service,2023-08-09 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3005.0,2023-08-10,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3005.0,2023-08-11,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3005.0,2023-08-12,Not In Service,2023-08-12 00:00:00,Yes,2023-08-13 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3005.0,2023-08-13,RS-DP,None,Not Specified,None,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3005.0,2023-08-16,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3005.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3005.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3005.0,2023-08-20,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3005.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3005.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3005.0,2023-08-24,Not In Service,2023-08-24 00:00:00,Yes,2023-08-25 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-08-25,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3005.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Ignition Issues/No Start,Not Specified,No
3005.0,2023-08-28,Not In Service,2023-08-28 00:00:00,Yes,2023-08-29 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3005.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-09,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3006.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3006.0,2023-08-12,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-13,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
3006.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-17,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-18,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
3006.0,2023-08-19,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3006.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-21,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3006.0,2023-08-22,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-24,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-25,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3006.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Low Charge,Not Specified,No
3006.0,2023-08-28,Not In Service,2023-08-28 00:00:00,Yes,2023-08-29 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-08-31,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-09-05,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3006.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Doors Wont Open,Not Specified,No
3007.0,2023-08-09,Not In Service,2023-08-09 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3007.0,2023-08-10,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-11,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-12,Not In Service,2023-08-12 00:00:00,Yes,2023-08-13 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-13,NMS,None,Not Specified,None,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Not Specified,Not Specified,No
3007.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3007.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3007.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Not Specified,Not Specified,No
